Review,Sentiment,ReviewType,counter_value,frag_count
"i really  believe that this is my friend in my budget, because its looking  smart,when its come to battery 6000mah this will helps me lot to work in this for long hours,then i talk about the camera quality 48+5+8 mp the massive details will be captured by this,and finally its fingerprint reader is very fast and smoother.",3,5,867,0
"this phone has got all the features one is looking for, clockwise simple sober, nice picture quality, god speed.",3,5,869,0
"amazing to see old display in mobile,great experience to see video.",4,5,871,0
battery- supper strong.,3,5,871,1
happy to have facility  to use dual social app like what's app.,3,5,871,2
"battery life very bad in this device, i was fully charged  this morning  only i use device 2 hours battery  was empty",1,5,873,0
it take 8 hours to charging  phone,2,5,875,0
the device is a real monster when talking of battery backup.,4,5,877,0
"the sensors, camera, screen everything proves to be just perfect and completely meets a person's expectations.",4,5,877,1
"not as expected from samsung, this phone heated very badly , it's heated in ideal mode too, started slowly slowly and within 5-10 minutes it's heated extremely.",1,5,879,0
so far the performance is very satisfactory.,3,5,881,0
if a person's wants a smartphone with great specs and budget below 15 k this smartphone is killer in its segment as battery lasts more than a day in single charge as well as the performance too awesome.,4,5,883,0
the best thing i like is display of  smartphone.,3,5,887,0
its processor is above average .,3,5,887,1
samsung should give more features through updates in one ui 2.0 as in samsung a series smartphone.,2,5,887,2
"easy multitasking,  huge battery, nice display.",3,5,889,0
"good signal reception , hearing aid.",3,5,889,2
the fingerprint reader is very secure as it ask you to apply pattern every 72 hours,3,5,891,0
the super amoled display takes it to the next level experience of hd videos.,3,5,891,1
camera quality is very awesome and you can never ever complain regarding the battery life.,4,5,891,2
in hand feel is good and slim design,3,5,893,0
camera is ok at this price range,2,5,893,1
processor is ok for normal daily use,2,5,893,2
battery is real monster and literally i use it about 12 hr and consume only 65%,4,5,893,3
